id,validationRank,sideScope,candidateMode,sourcePolicy,featureSet,estimators,maxDepth,learningRate,minLeafFrac,minLeafAbs,minSignalStrengthF,minCoveragePct,minExtremeCount,minExpectedTheoryReturnPct,validationTradeCount,validationTotalReturnPct,validationSharpe,validationMaxDrawdownPct,validationWorstFoldReturnPct,validationColdTrades,validationColdReturnPct,validationWarmTrades,validationWarmReturnPct,holdoutPredictionMax,holdoutWeatherEligibleCount,holdoutThresholdEligibleCount,holdoutCandidateCount,holdoutTradeCount,holdoutTotalReturnPct,holdoutSharpe,holdoutMaxDrawdownPct,holdoutWinRatePct,holdoutColdTrades,holdoutColdReturnPct,holdoutWarmTrades,holdoutWarmReturnPct
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d1__lr0.06__lf0.2__sig8__cov0.7__ex0__thr1,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,1,0.06,0.2,10,8,0.7,0,1,0,0,0,0,0,0,0,0,0,-0.8714,61,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d1__lr0.06__lf0.2__sig8__cov0.7__ex8__thr0.064,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,1,0.06,0.2,10,8,0.7,8,0.064,0,0,0,0,0,0,0,0,0,-0.8714,51,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d1__lr0.06__lf0.2__sig8__cov0.7__ex8__thr0.25,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,1,0.06,0.2,10,8,0.7,8,0.25,0,0,0,0,0,0,0,0,0,-0.8714,51,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d1__lr0.06__lf0.2__sig8__cov0.7__ex8__thr0.5,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,1,0.06,0.2,10,8,0.7,8,0.5,0,0,0,0,0,0,0,0,0,-0.8714,51,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d1__lr0.06__lf0.2__sig8__cov0.7__ex8__thr1,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,1,0.06,0.2,10,8,0.7,8,1,0,0,0,0,0,0,0,0,0,-0.8714,51,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d1__lr0.06__lf0.2__sig12__cov0.55__ex0__thr0.064,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,1,0.06,0.2,10,12,0.55,0,0.064,0,0,0,0,0,0,0,0,0,-0.8714,57,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d1__lr0.06__lf0.2__sig12__cov0.55__ex0__thr0.25,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,1,0.06,0.2,10,12,0.55,0,0.25,0,0,0,0,0,0,0,0,0,-0.8714,57,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d1__lr0.06__lf0.2__sig12__cov0.55__ex0__thr0.5,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,1,0.06,0.2,10,12,0.55,0,0.5,0,0,0,0,0,0,0,0,0,-0.8714,57,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d1__lr0.06__lf0.2__sig12__cov0.55__ex0__thr1,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,1,0.06,0.2,10,12,0.55,0,1,0,0,0,0,0,0,0,0,0,-0.8714,57,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d1__lr0.06__lf0.2__sig12__cov0.55__ex8__thr0.064,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,1,0.06,0.2,10,12,0.55,8,0.064,0,0,0,0,0,0,0,0,0,-0.8714,55,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d1__lr0.06__lf0.2__sig12__cov0.55__ex8__thr0.25,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,1,0.06,0.2,10,12,0.55,8,0.25,0,0,0,0,0,0,0,0,0,-0.8714,55,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d1__lr0.06__lf0.2__sig12__cov0.55__ex8__thr0.5,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,1,0.06,0.2,10,12,0.55,8,0.5,0,0,0,0,0,0,0,0,0,-0.8714,55,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d1__lr0.06__lf0.2__sig12__cov0.55__ex8__thr1,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,1,0.06,0.2,10,12,0.55,8,1,0,0,0,0,0,0,0,0,0,-0.8714,55,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d1__lr0.06__lf0.2__sig12__cov0.7__ex0__thr0.064,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,1,0.06,0.2,10,12,0.7,0,0.064,0,0,0,0,0,0,0,0,0,-0.8714,52,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d1__lr0.06__lf0.2__sig12__cov0.7__ex0__thr0.25,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,1,0.06,0.2,10,12,0.7,0,0.25,0,0,0,0,0,0,0,0,0,-0.8714,52,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d1__lr0.06__lf0.2__sig12__cov0.7__ex0__thr0.5,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,1,0.06,0.2,10,12,0.7,0,0.5,0,0,0,0,0,0,0,0,0,-0.8714,52,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d1__lr0.06__lf0.2__sig12__cov0.7__ex0__thr1,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,1,0.06,0.2,10,12,0.7,0,1,0,0,0,0,0,0,0,0,0,-0.8714,52,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d1__lr0.06__lf0.2__sig12__cov0.7__ex8__thr0.064,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,1,0.06,0.2,10,12,0.7,8,0.064,0,0,0,0,0,0,0,0,0,-0.8714,50,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d1__lr0.06__lf0.2__sig12__cov0.7__ex8__thr0.25,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,1,0.06,0.2,10,12,0.7,8,0.25,0,0,0,0,0,0,0,0,0,-0.8714,50,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d1__lr0.06__lf0.2__sig12__cov0.7__ex8__thr0.5,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,1,0.06,0.2,10,12,0.7,8,0.5,0,0,0,0,0,0,0,0,0,-0.8714,50,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d1__lr0.06__lf0.2__sig12__cov0.7__ex8__thr1,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,1,0.06,0.2,10,12,0.7,8,1,0,0,0,0,0,0,0,0,0,-0.8714,50,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.064,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,8,0.55,0,0.064,0,0,0,0,0,0,0,0,0,2.4487,72,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.25,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,8,0.55,0,0.25,0,0,0,0,0,0,0,0,0,2.4487,72,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr0.5,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,8,0.55,0,0.5,0,0,0,0,0,0,0,0,0,2.4487,72,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.55__ex0__thr1,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,8,0.55,0,1,0,0,0,0,0,0,0,0,0,2.4487,72,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.55__ex8__thr0.064,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,8,0.55,8,0.064,0,0,0,0,0,0,0,0,0,2.4487,58,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.55__ex8__thr0.25,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,8,0.55,8,0.25,0,0,0,0,0,0,0,0,0,2.4487,58,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.55__ex8__thr0.5,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,8,0.55,8,0.5,0,0,0,0,0,0,0,0,0,2.4487,58,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.55__ex8__thr1,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,8,0.55,8,1,0,0,0,0,0,0,0,0,0,2.4487,58,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.064,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,8,0.7,0,0.064,0,0,0,0,0,0,0,0,0,2.4487,61,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.25,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,8,0.7,0,0.25,0,0,0,0,0,0,0,0,0,2.4487,61,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr0.5,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,8,0.7,0,0.5,0,0,0,0,0,0,0,0,0,2.4487,61,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.7__ex0__thr1,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,8,0.7,0,1,0,0,0,0,0,0,0,0,0,2.4487,61,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.7__ex8__thr0.064,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,8,0.7,8,0.064,0,0,0,0,0,0,0,0,0,2.4487,51,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.7__ex8__thr0.25,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,8,0.7,8,0.25,0,0,0,0,0,0,0,0,0,2.4487,51,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.7__ex8__thr0.5,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,8,0.7,8,0.5,0,0,0,0,0,0,0,0,0,2.4487,51,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig8__cov0.7__ex8__thr1,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,8,0.7,8,1,0,0,0,0,0,0,0,0,0,2.4487,51,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig12__cov0.55__ex0__thr0.064,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,12,0.55,0,0.064,0,0,0,0,0,0,0,0,0,2.4487,57,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig12__cov0.55__ex0__thr0.25,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,12,0.55,0,0.25,0,0,0,0,0,0,0,0,0,2.4487,57,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig12__cov0.55__ex0__thr0.5,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,12,0.55,0,0.5,0,0,0,0,0,0,0,0,0,2.4487,57,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig12__cov0.55__ex0__thr1,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,12,0.55,0,1,0,0,0,0,0,0,0,0,0,2.4487,57,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig12__cov0.55__ex8__thr0.064,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,12,0.55,8,0.064,0,0,0,0,0,0,0,0,0,2.4487,55,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig12__cov0.55__ex8__thr0.25,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,12,0.55,8,0.25,0,0,0,0,0,0,0,0,0,2.4487,55,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig12__cov0.55__ex8__thr0.5,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,12,0.55,8,0.5,0,0,0,0,0,0,0,0,0,2.4487,55,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig12__cov0.55__ex8__thr1,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,12,0.55,8,1,0,0,0,0,0,0,0,0,0,2.4487,55,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig12__cov0.7__ex0__thr0.064,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,12,0.7,0,0.064,0,0,0,0,0,0,0,0,0,2.4487,52,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig12__cov0.7__ex0__thr0.25,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,12,0.7,0,0.25,0,0,0,0,0,0,0,0,0,2.4487,52,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig12__cov0.7__ex0__thr0.5,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,12,0.7,0,0.5,0,0,0,0,0,0,0,0,0,2.4487,52,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig12__cov0.7__ex0__thr1,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,12,0.7,0,1,0,0,0,0,0,0,0,0,0,2.4487,52,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig12__cov0.7__ex8__thr0.064,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,12,0.7,8,0.064,0,0,0,0,0,0,0,0,0,2.4487,50,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig12__cov0.7__ex8__thr0.25,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,12,0.7,8,0.25,0,0,0,0,0,0,0,0,0,2.4487,50,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig12__cov0.7__ex8__thr0.5,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,12,0.7,8,0.5,0,0,0,0,0,0,0,0,0,2.4487,50,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.1__sig12__cov0.7__ex8__thr1,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.1,10,12,0.7,8,1,0,0,0,0,0,0,0,0,0,2.4487,50,3,1,1,-0.06,0,-0.06,0,0,0,1,-0.06
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.2__sig8__cov0.55__ex0__thr0.064,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.2,10,8,0.55,0,0.064,0,0,0,0,0,0,0,0,0,-0.2046,72,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.2__sig8__cov0.55__ex0__thr0.25,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.2,10,8,0.55,0,0.25,0,0,0,0,0,0,0,0,0,-0.2046,72,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.2__sig8__cov0.55__ex0__thr0.5,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.2,10,8,0.55,0,0.5,0,0,0,0,0,0,0,0,0,-0.2046,72,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.2__sig8__cov0.55__ex0__thr1,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.2,10,8,0.55,0,1,0,0,0,0,0,0,0,0,0,-0.2046,72,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.2__sig8__cov0.55__ex8__thr0.064,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.2,10,8,0.55,8,0.064,0,0,0,0,0,0,0,0,0,-0.2046,58,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.2__sig8__cov0.55__ex8__thr0.25,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.2,10,8,0.55,8,0.25,0,0,0,0,0,0,0,0,0,-0.2046,58,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.2__sig8__cov0.55__ex8__thr0.5,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.2,10,8,0.55,8,0.5,0,0,0,0,0,0,0,0,0,-0.2046,58,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.2__sig8__cov0.55__ex8__thr1,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.2,10,8,0.55,8,1,0,0,0,0,0,0,0,0,0,-0.2046,58,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.2__sig8__cov0.7__ex0__thr0.064,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.2,10,8,0.7,0,0.064,0,0,0,0,0,0,0,0,0,-0.2046,61,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.2__sig8__cov0.7__ex0__thr0.25,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.2,10,8,0.7,0,0.25,0,0,0,0,0,0,0,0,0,-0.2046,61,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.2__sig8__cov0.7__ex0__thr0.5,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.2,10,8,0.7,0,0.5,0,0,0,0,0,0,0,0,0,-0.2046,61,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.2__sig8__cov0.7__ex0__thr1,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.2,10,8,0.7,0,1,0,0,0,0,0,0,0,0,0,-0.2046,61,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.2__sig8__cov0.7__ex8__thr0.064,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.2,10,8,0.7,8,0.064,0,0,0,0,0,0,0,0,0,-0.2046,51,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.2__sig8__cov0.7__ex8__thr0.25,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.2,10,8,0.7,8,0.25,0,0,0,0,0,0,0,0,0,-0.2046,51,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.2__sig8__cov0.7__ex8__thr0.5,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.2,10,8,0.7,8,0.5,0,0,0,0,0,0,0,0,0,-0.2046,51,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.2__sig8__cov0.7__ex8__thr1,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.2,10,8,0.7,8,1,0,0,0,0,0,0,0,0,0,-0.2046,51,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.2__sig12__cov0.55__ex0__thr0.064,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.2,10,12,0.55,0,0.064,0,0,0,0,0,0,0,0,0,-0.2046,57,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.2__sig12__cov0.55__ex0__thr0.25,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.2,10,12,0.55,0,0.25,0,0,0,0,0,0,0,0,0,-0.2046,57,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.2__sig12__cov0.55__ex0__thr0.5,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.2,10,12,0.55,0,0.5,0,0,0,0,0,0,0,0,0,-0.2046,57,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.2__sig12__cov0.55__ex0__thr1,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.2,10,12,0.55,0,1,0,0,0,0,0,0,0,0,0,-0.2046,57,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.2__sig12__cov0.55__ex8__thr0.064,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.2,10,12,0.55,8,0.064,0,0,0,0,0,0,0,0,0,-0.2046,55,0,0,0,0,0,0,0,0,0,0,0
strict-theory-gbt__warm-short__consensus__allConfirmed__weatherSourceGroup__e20__d2__lr0.06__lf0.2__sig12__cov0.55__ex8__thr0.25,-7500,warm-short,consensus,allConfirmed,weatherSourceGroup,20,2,0.06,0.2,10,12,0.55,8,0.25,0,0,0,0,0,0,0,0,0,-0.2046,55,0,0,0,0,0,0,0,0,0,0,0
